Input_SMILES,Predicted_SMILES,Tanimoto_Score,Input_Complexity,Pred_Complexity,Complexity_Ratio
OCCCCCl,Brc1ccccc1,0.0,10.5,11.5,1.0952380952380953
Nc1ccc(S)cc1,Nc1ccc(Cl)cc1,0.4444,12.5,12.5,1.0
Fc1ccccc1NC(=O)\C=C\c2ccccc2,ONCNC(=O)C=C\c2ccccc2,0.5,31.5,24.5,0.7777777777777778
COC(=O)c1ccccc1F,COC(=O)c1ccccc1,0.5,17.0,16.0,0.9411764705882353
CN(N=O)C(=O)Nc1ccccc1,CN(CC=O)C(=O)c1ccccc1,0.3,20.5,22.0,1.0731707317073171
COC(=O)Nc1ccccc1,NC(=O)c1ccccc1,0.3214,17.0,15.0,0.8823529411764706
CCNC(=O)Nc1ccccc1,NC(=O)c1ccccc1,0.2903,19.5,15.0,0.7692307692307693
Cc1ccc(NC(=O)N(C)C)cc1,COc1ccc(C(=O)C(C)C)cc1,0.1795,19.0,22.0,1.1578947368421053
NNC(=O)c1ccc(Br)cc1,NS(=O)c1ccc(Cl)cc1,0.1471,17.0,16.0,0.9411764705882353
NC(=O)c1ccccc1I,NC(=O)c1ccccc1,0.44,16.0,15.0,0.9375
CCOc1c(OC)cc(CCN)cc1OC,CCCCc1ccc(Cl)c(Cl)n1,0.1591,29.5,21.0,0.711864406779661
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,CS(=S)(OCC)Oc1ccc(Cl)c(Cl)c1,0.2826,29.0,25.5,0.8793103448275862
NNC(=O)c1ccc(cc1)S(=O)(=O)N,NS(=O)c1ccc(cc1)S(=O)(=O)N,0.4062,21.5,20.5,0.9534883720930233
Clc1ccc(cc1Cl)C2(CN3CCCCC3)CCCCC2,Clc1ccc(cc1)c2ccc(CCNc3ccccc3)CC2,0.1356,34.0,40.5,1.1911764705882353
OC1=CC=CC(=CC1=O)c2ccccc2,CNC=CC(=CC(=O)O)c1ccccc1,0.1905,25.5,25.5,1.0
COc1cccc(NC(=O)OCCN2CCOCC2)c1,Clc1ccc(NC(=O)Nc2cccCCOCC2)cc1,0.2059,34.0,29.5,0.8676470588235294
CNC(=O)Oc1ccc(Cl)cc1,NC(=O)c1ccc(Cl)cc1,0.3548,18.0,16.0,0.8888888888888888
CN(C)C(=O)Oc1ccc(Cl)cc1,CN(C)C(=O)Nc1ccc(Cl)cc1,0.4545,19.0,19.0,1.0
Nc1cc2ccccc2nn1,Nc1ccc2ccccc2n1,0.4815,20.0,20.0,1.0
O=C(O)CCc1ccc(O)cc1,O=C(O)c1ccc(O)cc1,0.4231,21.0,16.0,0.7619047619047619
NCCc1ccccn1,NCc1ccccc1,0.2963,16.5,14.0,0.8484848484848485
O=C(Nc1ccccc1)c1ccccc1I,O=C(Nc1ccccc1)c1ccccc1,0.5517,28.0,27.0,0.9642857142857143
Oc1ccc(Cl)c(Cl)c1,Clc1ccc(Cl)c(Cl)c1,0.5,13.5,13.5,1.0
CC(=O)Oc1ccccc1,CC(=O)c1ccccc1,0.4583,16.0,15.0,0.9375
CN(Cc1cccc(Br)c1)N=O,CN(Cc1ccc(Cl)cc1)N=O,0.4857,21.0,21.0,1.0
COc1ccccc1C(=O)NCCCN,NC(=O)Nc1ccccc1c1ccccc1,0.2128,27.0,28.0,1.037037037037037
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NC(=O)C#Cc7ccccc7,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NC(=O)CC,0.7333,58.5,49.5,0.8461538461538461
C(#Cc1ccccc1)c1ccccc1,C(CN)c1ccccc1,0.2727,23.0,16.5,0.717391304347826
CC(=O)Nc1ccc(N)cc1,CC(=O)Nc1ccc(Cl)cc1,0.6154,17.0,17.0,1.0
NNC(=O)Nc1ccc(Cl)cc1,NS(=O)c1ccc(Cl)cc1,0.3226,18.0,16.0,0.8888888888888888
CC(=O)Nc1ccc(Cl)c(Cl)c1Cl,CC(=O)Nc1ccc(Cl)c(Cl)c1,0.5,19.0,18.0,0.9473684210526315
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)C4CC4,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccccc4,0.7059,40.0,45.5,1.1375
CC(NC(=O)C(C)NC(=O)C(N)C(C)C)C(=O)NC(Cc1ccccc1)C(=O)O,CC(C(=O)C(C)C(O)C(C)C(C)C)C(=O)NC(Cc1ccccc1)C(=O)O,0.54,48.5,46.5,0.9587628865979382
O=C(O)c1ccc(O)c(O)c1,O=C(O)Cc1ccc(O)c(O)c1,0.4643,17.0,19.5,1.1470588235294117
CC(C)COCC(CN(Cc1ccccc1)c2ccccc2)N3CCCC3,CC(C)c1ccc(N(CC1)c2ccccc2)c3ccccc3,0.1967,53.0,37.5,0.7075471698113207
O=C(O)c1ccc(Cl)c(Cl)c1,O=C(O)c1ccc(O)c(Cl)c1,0.68,17.0,17.0,1.0
Oc1c(Cl)ccc(Cl)c1Cl,Clc1ccc(Cl)c(Cl)c1Cl,0.5625,14.5,14.5,1.0
O=C(O)c1ccc(O)cc1O,O=C(O)Cc1ccc(O)cc1,0.3448,17.0,18.5,1.088235294117647
O=C(c1ccncc1)c1ccccc1O,O=C(c1ccccc1)c1ccccc1,0.3929,27.0,26.0,0.9629629629629629
CC(=O)Oc1ccccc1I,CC(=O)c1ccccc1,0.3448,17.0,15.0,0.8823529411764706
NNC(=O)c1ccccc1,NS(=O)c1ccccc1,0.2963,16.0,15.0,0.9375
CCOC(=O)c1ccccc1N,CCOC(=O)c1ccccc1,0.5484,19.5,18.5,0.9487179487179487
CNC(=O)Oc1ccc(SC)cc1,NC(=O)c1ccc(Cl)cc1,0.1579,20.5,16.0,0.7804878048780488
O=C(O)c1cccnc1,O=C(O)c1ccccc1,0.5217,15.0,15.0,1.0
Cc1ccc(Cl)c(O)c1,Cc1ccc(Cl)c(Cl)c1,0.5909,13.5,13.5,1.0
CC(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(N)=O,CC(=O)N(C(C)C)NC(=O)NC(Cc1ccccc1)C(=O)NC(C(O)N)C(C)O,0.3611,59.5,45.5,0.7647058823529411
O=C(O)CCCCCn1nnc2ccccc21,O=C(O)c1ccccc1c1ccccc1,0.2,35.0,27.0,0.7714285714285715
COc1ccccc1-c1ccc2cnc(Nc3ccc(N4CCOCC4)cc3)nn12,ONCN2CCNc1cccn2ncc(Nc3ccc(Cl)cc3)n1,0.1609,57.5,41.0,0.7130434782608696
CN(NC(=S)Nc1ccccc1)C(=O)c1ccccc1,CCN(CC(=O)c1ccccc1)C(=O)c1ccccc1,0.3488,32.0,36.5,1.140625
CN(C)C(=O)Nc1ccc(F)cc1,CN(C)C(=O)Nc1ccc(Cl)cc1,0.6552,19.0,19.0,1.0
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N2CCN(CCCCc3ccccc3)CC2,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N(CC2c3ccccc3)CC2,0.5574,53.0,42.0,0.7924528301886793
NC(=O)c1ccc(Cl)nn1,NC(=O)c1ccc(Cl)cc1,0.3793,16.0,16.0,1.0
NNc1ccccc1,Brc1ccccc1,0.3158,14.0,11.5,0.8214285714285714
COC(=O)Cc1ccccc1,COC(=O)c1ccccc1,0.4643,18.5,16.0,0.8648648648648649
Cc1ccccc1Cl,Brc1ccccc1,0.2381,12.5,11.5,0.92
Cc1ccc(CN=O)cc1,Cc1ccc(NC=O)cc1,0.3103,17.5,17.5,1.0
CCOC(OCC)OCC,CCCC(N)c1ccccc1,0.1429,19.0,20.0,1.0526315789473684
CC(=O)c1ccc(F)cc1,CC(=O)Nc1ccc(Cl)cc1,0.2581,16.0,17.0,1.0625
CC(=O)c1ccc(Cl)cc1O,CC(=O)Nc1ccc(Cl)cc1,0.375,17.0,17.0,1.0
Clc1ccc(cc1Cl)S(=O)(=O)NCCCCN2CCN(CC2)c3nsc4ccccc34,Clc1ccc(cc1)S(=O)(=O)N2CCN(CC2)c3noc4ccccc34,0.3151,58.5,45.0,0.7692307692307693
CNC(=O)c1cccnc1,NC(=O)Nc1ccccc1,0.2222,16.0,16.0,1.0
CC(C)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,CC(C)c1ccc(c2ccccc2)c(c2ccccc2)c1,0.3243,39.0,39.0,1.0
CCOc1ccccc1OCCNCC2COC(O2)(c3ccccc3)c4ccccc4,ONCNC(N(c3ccccc3)c3ccccc3)c4ccccc4,0.129,61.5,48.0,0.7804878048780488
CC(C)OC(=O)c1cc(O)cc(O)c1,CC(C)OC(=O)c1ccc(O)c(O)c1,0.5806,21.5,21.5,1.0
Cc1ccc(N(C)C)cc1,COc1ccc(C(C)C)cc1,0.1379,16.0,18.5,1.15625
O=C(O)c1ccccc1F,O=C(O)c1ccccc1,0.4348,16.0,15.0,0.9375
CCC(=O)Nc1ccccc1,CC(=O)Nc1ccccc1,0.5769,18.5,16.0,0.8648648648648649
O=C(O)COc1ccccc1O,O=C(O)c1ccccc1,0.3103,21.0,15.0,0.7142857142857143
O=C(O)COc1cc(Cl)c(Cl)cc1Cl,O=C(O)c1ccc(Cl)c(Cl)c1,0.3333,23.0,17.0,0.7391304347826086
COc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,COc1ccc(S(=O)(=O)c2ccc(F)cc2)cc1,0.6552,31.5,31.5,1.0
CCNC(=O)c1ccccc1,NC(=O)c1ccccc1,0.4074,18.5,15.0,0.8108108108108109
COCC(=O)Nc1ccc(Cl)c(Cl)c1,NC(=O)c1ccc(O)c(Cl)c1,0.2326,23.0,17.0,0.7391304347826086
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(F)nc2)n1,N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,0.7368,41.0,41.0,1.0
CCc1ccc(cc1)C2(O)CCN(CC2)C(c3ccccc3)c4ccccc4,Clc1ccc(cc1)N2CCN(CCN)CCN(CC2)C(O)c4ccccc4,0.2419,51.0,45.5,0.8921568627450981
Cc1ccc(N)nc1,Cc1ccc(N)cc1,0.4091,12.5,12.5,1.0
CN(C)CCNC(=O)c1ccccc1,CN(C)CC(=O)c1ccccc1,0.4848,24.5,21.0,0.8571428571428571
COC(=O)c1ccncc1,COC(=O)c1ccccc1,0.6,16.0,16.0,1.0
COC(=O)c1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,COC(=O)c1ccc(N)c(Cc2cnc(N)nc2N)c1,0.5686,39.5,33.5,0.8481012658227848
Nc1cnc2ccccc2n1,Nc1ccccc1c1ccccc1,0.2333,20.0,23.5,1.175
Fc1ccc(Br)cc1,Cc1ccc(Cl)cc1,0.1304,12.5,12.5,1.0
CN(C)C(N(C)C)=S(I)c1cc(Cl)c(Cl)cc1Cl,CN(C)C(N(C)C)S(I)c1ccc(Cl)c(Cl)c1,0.2683,24.0,27.5,1.1458333333333333
CCc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,Nc1ccc(Cl)c(Cc2cnc(N)nc2N)c1,0.4167,37.5,29.0,0.7733333333333333
O=C(O)c1ccccc1O,O=C(O)c1ccccc1,0.4545,16.0,15.0,0.9375
O=C(O)c1cccc(C(F)(F)F)c1,O=C(O)c1ccc(C(F)(F)F)cc1,0.5714,19.0,19.0,1.0
CCCCCCCCCCCc1ccccc1O,CCCCCCCCCc1ccccc1,0.5172,37.5,31.5,0.84
NN=C(c1ccccc1)c1ccccc1,COC=C(c1ccccc1)c1ccccc1,0.3214,27.0,29.5,1.0925925925925926
NNC(=O)Nc1ccc(C(=O)O)cc1,ONC(=O)c1ccc(C(=O)O)cc1,0.4333,21.5,20.5,0.9534883720930233
CC(=O)N(C)CCOC(=O)c1ccccc1,CC(=O)N(C)C(=O)c1ccccc1,0.4444,26.5,19.0,0.7169811320754716
Nc1cc(Cl)c(Cl)cc1Cl,Clc1ccc(Cl)c(Cl)c1,0.3333,14.5,13.5,0.9310344827586207
CN(C)C(=S)Nc1ccccc1,CN(C)C(O)c1ccccc1,0.3226,18.0,18.5,1.0277777777777777
CN(C)C(=O)Oc1ccc(F)cc1,CN(C)C(=O)Nc1ccc(Cl)cc1,0.2632,19.0,19.0,1.0
CCN(CC)CC(=O)Nc1ccc(N)cc1,CCN(CC)C(=O)Nc1ccc(Cl)cc1,0.4,28.0,24.0,0.8571428571428571
NC(=O)Nc1ccc(Br)cc1,NC(=O)c1ccc(Cl)cc1,0.2581,17.0,16.0,0.9411764705882353
COC(=O)c1ccc(Br)o1,COC(=O)c1ccc(Cl)cc1,0.3636,16.0,17.0,1.0625
CC(C)CN(CC(C)C)C(=O)COC(=O)c1ccccc1,CC(C)C(C(C)C)NC(=O)NC(=O)c1ccccc1,0.3043,36.0,29.5,0.8194444444444444
O=C(Nc1ccc(F)cc1F)c1cc(Br)cc(Br)c1O,O=C(Nc1ccc(Cl)cc1)c1ccc(F)c(F)c1,0.25,32.0,30.0,0.9375
Nc1ccc(F)cc1F,Nc1ccc(Cl)cc1,0.2,13.5,12.5,0.9259259259259259
COC(=O)c1ccccc1C,COC(=O)c1ccccc1,0.5185,17.0,16.0,0.9411764705882353
CCOC(=O)c1ccncc1,COC(=O)c1ccccc1,0.3438,18.5,16.0,0.8648648648648649
Cc1ccc(Cl)cc1C,Cc1ccc(Cl)cc1,0.45,13.5,12.5,0.9259259259259259
COC(=O)Nc1ccc(Cl)cc1,COC(=O)c1ccc(Cl)cc1,0.5172,18.0,17.0,0.9444444444444444
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(C3CC3)nc2)n1,N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,0.7241,46.5,41.0,0.8817204301075269
NNC(=O)c1ccccc1Br,NS(=O)c1ccccc1,0.2188,17.0,15.0,0.8823529411764706
O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1,O=CC(=O)N(O)N(c2ccccc2)c3ccccc3,0.2195,47.5,34.0,0.7157894736842105
CNC(=O)COc1ccccc1,NC(=O)c1ccccc1,0.2812,21.0,15.0,0.7142857142857143
COc1ccc(OCC(=O)NNC(C)C)cc1,COc1ccc(NC(=O)N(C)C)cc1,0.3659,30.5,21.5,0.7049180327868853
Cc1nc(Cl)c(C)nc1Cl,Clc1ccc(Cl)cc(C)n1C,0.1786,14.5,13.0,0.896551724137931
CNC(C)C(O)c1ccccc1,N(C)C(=O)c1ccccc1,0.3667,21.0,16.0,0.7619047619047619
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36O,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36,0.5909,42.5,41.5,0.9764705882352941
CNC(=O)Oc1cc(Cl)cc(Cl)c1,NC(=O)c1ccc(Cl)c(Cl)c1,0.2162,19.0,17.0,0.8947368421052632
CC(=O)Nc1ccc(Cl)cc1F,CC(=O)Nc1ccc(Cl)cc1,0.5,18.0,17.0,0.9444444444444444
CCOC(=O)c1cc(O)cc(O)c1,COC(=O)c1cnc(O)c(O)c1,0.2895,20.5,18.0,0.8780487804878049
O=C(O)Cc1ccc(F)cc1,O=C(O)Cc1ccc(Cl)cc1,0.6,18.5,18.5,1.0
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccccn4,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccccc4,0.7692,45.5,45.5,1.0
NC(=O)CCCCn1nnc2ccccc21,NC(=O)c1ccccc1c1ccccc1,0.2222,32.5,27.0,0.8307692307692308
NNC(=O)c1ccc(N)cc1,NS(=O)c1ccc(N)cc1,0.3214,17.0,16.0,0.9411764705882353
CC(N)C1(CCCCC1)c2ccc3ccccc3c2,CC(N)Cc1ccc(CCCCC1)c2ccccc2,0.26,33.0,30.0,0.9090909090909091
CC(=O)Nc1ccc(Br)c(Cl)c1F,CC(=O)c1ccc(Cl)c(Cl)c1,0.25,19.0,17.0,0.8947368421052632
CCOC(=O)c1cnc(NCc2ccc(F)cc2)n3nc(nc13)c4occc4,CC(=O)c1ccc(N(cc2)cc2)c3ccc(nc13)c4occc4,0.275,55.0,45.5,0.8272727272727273
CCNCc1ccc(C)cc1,NCc1ccc(C)cc1,0.44,20.0,15.0,0.75
Cc1cc(O)cc(Br)c1O,Clc1cc(O)cc(O)c1,0.28,14.5,13.5,0.9310344827586207
N#CCc1ccsc1,N#Cc1cccnc1,0.1714,14.0,12.5,0.8928571428571429
O=C(O)c1c(F)cccc1Cl,O=C(O)c1ccc(F)cccc1,0.25,17.0,15.5,0.9117647058823529
CC(C)c1ccc(C)cc1,CC(C)C(cc1)cc1,0.1667,16.0,11.5,0.71875
NC1CCc2ccccc2C1,NCCc1ccccc1,0.1935,17.5,16.5,0.9428571428571428
NS(=O)(=O)c1cccc(NC(=O)Nc2ccccc2)c1,NS(=O)(=O)c1ccc(NC(=O)c2ccccc2)cc1,0.5128,33.5,32.5,0.9701492537313433
NC(=S)c1ccccc1,NC(=O)Nc1ccccc1,0.3462,15.0,16.0,1.0666666666666667
CNC(=O)Oc1ccc(Cl)c(C)c1,CNC(=O)c1ccc(NC)c(C)c1,0.3095,19.0,20.5,1.0789473684210527
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Br,Nc1nc(Cc2cnc(N)nc2N)cc(OC)c1OC,0.5778,35.0,35.0,1.0
Nc1ccc(CCO)cc1,Nc1ccc(N)cc1,0.4444,17.5,12.5,0.7142857142857143
O=C(O)COc1ccc(F)cc1,O=C(O)Cc1ccc(Cl)cc1,0.2647,21.0,18.5,0.8809523809523809
CCCCCC(=O)NN,NC(=O)Nc1ccccc1,0.1471,15.0,16.0,1.0666666666666667
O=S(=O)(Nc1cccc(F)c1)C(F)(F)F,O=S(=O)(c1ccc(N)cc1)C(F)(F)F,0.2632,22.5,20.0,0.8888888888888888
CN(C)CC1(CCCCC1)c2ccc(Cl)c(Cl)c2,CN(C)c1ccc(CCCCC1)c2ccc(Cl)c(Cl)c2,0.3333,29.0,29.5,1.0172413793103448
Cc1ccc(O)c(CO)c1,Cc1ccc(O)c(O)c1,0.5417,16.0,13.5,0.84375
CC(=O)Nc1ccc(Br)cc1C,CC(=O)c1ccc(Cl)cc1,0.2222,18.0,16.0,0.8888888888888888
C[Si](C)(C)c1ccccc1,C[C](C)(C)c1ccccc1,0.3333,16.0,14.5,0.90625
ClC(Cl)=Nc1ccccc1,N(c1ccccc1)O,0.2917,16.0,14.0,0.875
O=C(O)CCCCCOc1cccc2ccccc12,O=C(O)c1ccccc1c1ccccc1c1ccccc1,0.2,38.5,39.0,1.0129870129870129
NS(=O)(=O)c1cccc(Br)c1,NS(=O)(=O)c1ccc(Cl)cc1,0.3793,17.0,17.0,1.0
CCCCN(CCCC)CC(=O)NC1COc2ccccc21,CCN(CC)C(=O)c1ccccc1c1ccccc1,0.2105,42.0,34.0,0.8095238095238095
NC(=O)Nc1ccc(Cl)c(Cl)c1,NC(=O)c1ccc(O)c(Cl)c1,0.3429,18.0,17.0,0.9444444444444444
NNC(=O)c1ccc(Cl)cc1,NS(=O)c1ccc(Cl)cc1,0.3448,17.0,16.0,0.9411764705882353
CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,CS(=S)(OCC)c1ccc(C(C)=O)cc1,0.2041,33.0,25.5,0.7727272727272727
CC(C)CC(NC(=O)C(N)Cc1ccccc1)C(=O)O,CC(C)C(C(=O)C(C)Cc1ccccc1)C(=O)O,0.4,35.0,31.5,0.9
CN(C)C(N(C)C)=S(I)c1ccccc1,CN(C)C(N(C)C)S(I)c1ccccc1,0.2941,21.0,25.5,1.2142857142857142
NCCCCc1cccnc1,NCCc1ccccc1,0.3667,21.5,16.5,0.7674418604651163
O=C(O)CCCCCCCc1ccccc1,O=C(O)c1ccccc1c1ccccc1,0.2647,32.5,27.0,0.8307692307692308
CN(C)CC1(CCCCC1)c2cccc(Cl)c2,CN(C)c1ccc(CCCCC1)c2ccc(Cl)cc2,0.2449,28.0,28.5,1.0178571428571428
CN(C)CC(O)c1ccccc1,CN(C)C(=O)c1ccccc1,0.3226,21.0,17.0,0.8095238095238095
COc1cccc(Nc2nccc(n2)c3ccc(Cl)cc3Cl)c1,Nc1nc(Cc2cncc(n2)c3ccc(Cl)cc3Cl)n1,0.2812,42.5,35.5,0.8352941176470589
CCOP(=S)(OCC)Oc1ccc(SC)cc1Cl,CS(=S)(OCC)Oc1ccc(Cl)cc1,0.22,33.0,24.5,0.7424242424242424
CCCCc1c(C)nc(NCC)nc1O,CCCCc1nc(C)cc(N)n1,0.2791,27.0,21.0,0.7777777777777778
COc1ccc(CC(=O)O)cc1,Cc1ccc(C(=O)O)cc1,0.25,21.0,16.0,0.7619047619047619
Oc1ccccc1CNCCCCCNCc2ccccc2O,CCCCCCCCCc1ccccc1c1ccccc1,0.25,47.0,43.5,0.925531914893617
COc1ccc(OCCN(C)C)cc1,COc1ccc(CN(C)C)cc1,0.5172,26.0,21.0,0.8076923076923077
NC(=O)c1c(F)cccc1Br,NC(=O)c1ccc(F)cccc1F,0.2564,17.0,16.5,0.9705882352941176
O=C(OCCO)c1ccccc1,O=C(O)c1ccccc1,0.4231,21.0,15.0,0.7142857142857143
CC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,CC1(CC=CC)C(=O)C(=O)NC1=O,0.1818,21.5,18.0,0.8372093023255814
NNC(=O)Nc1ccccc1O,ONC(=O)Nc1ccccc1,0.3333,18.0,17.0,0.9444444444444444
NS(=O)(=O)c1ccc(NC(=O)N2CCN(CC2)c3ccc(Cl)cc3)cc1,NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(CC2)c3ccc(Cl)cc3)cc1,0.4727,41.5,44.0,1.0602409638554218
NS(=O)(=O)c1ccc(cc1)\N=C\c2ccc(Br)cc2O,NS(=O)(=O)c1ccc(cc1)C=C\c2ccc(O)cc2,0.3721,33.5,32.5,0.9701492537313433
CCCCCCCCNCCO,CCCCCCCCCc1ccccc1,0.2581,25.5,31.5,1.2352941176470589
CN(C)N=Nc1cccc(C(N)=O)c1,CN(C)C=Nc1ccc(C(N)=O)cc1,0.3902,23.0,23.0,1.0
Nc1ncnc2c1ncn2[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O,Nc1ncnc2c1ncn2[C@@H]3O[C@@H](CO)[C@@H](O)[C@H]3O,0.56,33.0,33.0,1.0
CC(=O)N(C)Nc1ccccc1,CC(=O)N(C)c1ccccc1,0.4828,19.5,17.0,0.8717948717948718
CNC(=O)Oc1ccc(C)cc1,CNC(=O)c1ccc(C)cc1,0.4828,18.0,17.0,0.9444444444444444
Cc1cccc(N2CCN(CCCN\C(=N/C#N)\c3ccccn3)CC2)c1C,COc1ccc(N(CC2(C(=N\N)N)c3ccccc3)CC2)cc1,0.1412,48.0,40.0,0.8333333333333334
Cc1c(Cl)c(Cl)c(C(C)C)c(Cl)c1Cl,COc1cc(Cl)cc(Cl)c(C(F)C)c(Cl)c1,0.1538,20.0,21.0,1.05
O=C(Cc1ccccc1)Nc1ccccc1,O=C(Nc1ccccc1)c1ccccc1,0.4828,29.5,27.0,0.9152542372881356
CCC(=O)c1ccccc1O,CC(=O)c1ccccc1,0.3103,18.5,15.0,0.8108108108108109
Clc1ccc(cc1Cl)N2CCN(Cc3cn4ccccc4n3)CC2,Clc1ccc(cc1)N2CCN(CCCCN3C4ccccc4n3)CC2,0.2464,44.0,44.5,1.0113636363636365
Clc1ccc(cc1)C(CCc2ccccc2)C3CCCCN3,Clc1ccc(cc1)C(F)c3ccccc3c3ccccc3,0.2642,40.5,39.0,0.9629629629629629
NCCc1cccnc1,NCCc1ccccc1,0.52,16.5,16.5,1.0
O=C(O)C(O)c1ccccc1,O=C(O)C(=O)c1ccccc1,0.36,18.5,18.5,1.0
Oc1c(Cl)cc(Cl)cc1Cl,Clc1ccc(Cl)c(Cl)c1,0.4,14.5,13.5,0.9310344827586207
COC(=O)Nc1ccccc1I,NC(=O)Nc1ccccc1,0.2941,18.0,16.0,0.8888888888888888
CCOP(=O)(OCC)Oc1ccc(SC)cc1Cl,CS(=O)(OCC)Oc1ccc(Cl)cc1,0.22,33.0,24.5,0.7424242424242424
CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N,CC(C)C[C@H](NC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N,0.5,60.0,47.5,0.7916666666666666
CON(C)C(=O)Nc1cccc(C(F)(F)F)c1,N(C)C(=O)c1ccc(C(F)(F)F)cc1,0.3182,24.5,20.0,0.8163265306122449
CON(C)C(=O)Nc1ccc(Br)cc1,N(C)C(=O)Nc1ccc(Cl)cc1,0.3077,21.5,18.0,0.8372093023255814
O=C(O)COc1cccc(C(F)(F)F)c1,O=C(O)c1ccc(C(F)(F)F)cc1,0.3514,24.0,19.0,0.7916666666666666
Cc1cccc(NC(N)=O)c1,COc1ccc(C(C)=O)cc1,0.1842,17.0,18.5,1.088235294117647
COc1ccc(OC)c(Cl)c1,COc1ccc(NC)c(Cl)c1,0.5517,18.5,18.5,1.0
Cc1ccc(NC(=O)\C=C\c2ccc(O)cc2)cc1,COc1ccc(NC(=O)C=C\c2ccc(O)cc2)cc1,0.7105,32.5,35.0,1.0769230769230769
ClCc1ccccc1,Brc1ccccc1,0.3158,14.0,11.5,0.8214285714285714
CCC(N)C1(CCCCC1)c2ccc(Cl)c(Cl)c2,CC(N)c1ccc(CCCCC1)c2ccc(Cl)c(Cl)c2,0.3673,29.0,29.5,1.0172413793103448
O=C(O)c1ccccn1,O=C(O)c1ccccc1,0.4167,15.0,15.0,1.0
CCOP(=O)(OCC)Oc1ccc(SC)cc1C,CS(=O)(OCC)Oc1ccc(Cl)cc1,0.1765,33.0,24.5,0.7424242424242424
O=C(O)COc1ccc(Cl)c(Br)c1,O=C(O)c1ccc(Cl)c(Cl)c1,0.3243,22.0,17.0,0.7727272727272727
Cc1cnc(C)c(Cl)n1,Cc1ccc(C)c(Cl)c1,0.2,13.5,13.5,1.0
O=C(O)Cc1ccccc1,O=C(O)c1ccccc1,0.4091,17.5,15.0,0.8571428571428571
NC(=O)c1c(F)cccc1Cl,COC(=O)c1ccc(F)cccc1,0.1628,17.0,16.5,0.9705882352941176
NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(F)cc2)cc1,NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1,0.4762,36.0,34.5,0.9583333333333334
NC(=O)NCc1ccccc1,NC(=O)c1ccccc1,0.4074,18.5,15.0,0.8108108108108109
NC(=O)c1ccccc1Cl,NC(=O)c1ccccc1,0.44,16.0,15.0,0.9375
CN(C)CCCC(c1ccccc1)c1ccccc1,CN(C)N(c1ccccc1)c1ccccc1,0.3,37.0,29.5,0.7972972972972973
COc1ccc(NC(=O)N(C)C)cc1Cl,COc1ccc(NC(=O)N(C)C)cc1,0.5676,22.5,21.5,0.9555555555555556
CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4cccc(CN5CCOCC5)c4)nc23)cc1,CS(=O)(=O)c1ccc(c2cccn3nc(Nc4ccc(C5CCNCCCC5)cc4)nc23)cc1,0.5,62.0,61.5,0.9919354838709677
CCOC(=O)c1ccccn1,CCOC(=O)c1ccccc1,0.5312,18.5,18.5,1.0
Nc1ccc(Br)cc1,Clc1ccc(Cl)cc1,0.1667,12.5,12.5,1.0
CCCCCCCCCCCCCCCCO,CCCCCCCCCc1ccccc1,0.32,38.0,31.5,0.8289473684210527
