Input_SMILES,Predicted_SMILES,Tanimoto_Score,Input_Complexity,Pred_Complexity,Complexity_Ratio
C[C@H]1CN(CCC(=O)N[C@@H](CCc2ccccc2)C(=O)O)CC[C@@]1(C)c3cccc(O)c3,CC[C@H]1CN(C(=O)N[C@@H](Cc2ccccc2)C(=O)N)CC[C@@]1(C)c3cccc(O)c3,0.4744,56.5,50.0,0.8849557522123894
COc1cc2C[C@@H]3N(C)CCc4cc(OC)c(OC)c(c2cc1OC)c34,CCCCN[C@@H]3CN(C)CCc4cc(O)c(OC)c(OC)c34,0.2969,45.0,37.5,0.8333333333333334
Fc1ccccc1C(N2CCC3(CC2)N(CNC3=O)c4ccccc4)c5ccccc5F,CCC(N2CCC3(CC2)N(CNC3=O)c4ccccc4)c5ccccc5,0.5849,55.5,45.0,0.8108108108108109
CCN(CC)C(=O)c1ccc(cc1)N(C2CCN(CCc3ccccc3)CC2)c4cccc(O)c4,CC(CC)C(=O)c1ccc(cc1)C(C2CCN(Cc3ccccc3)CC2)c4cccc(O)c4,0.3816,64.0,60.5,0.9453125
Clc1ccccc1N2CCN(CCCCOc3ccc4CCC(=O)Nc4n3)CC2,CCN2CCN(CCCCCCc3ccc4C(=O)Nc4n3)CC2,0.2958,52.5,43.5,0.8285714285714286
O=C(O)CNC(=O)c1ccccc1,CC=C(O)C(=O)c1ccccc1,0.3548,22.0,19.5,0.8863636363636364
NC(=O)c1ccc(N)nc1,CC(=O)c1ccc(O)cc1,0.2581,16.0,16.0,1.0
S=c1ssc2c1CCCC2,CC=Cc1ccccc1,0.0294,16.5,15.0,0.9090909090909091
O=C(O)Cc1ccc(C2CCCC2)cc1,CC=C(O)c1ccc(OO)cc1,0.119,26.0,19.5,0.75
CCCC(C)C(=O)Nc1ccc(cc1)S(=O)(=O)N,CC(=C)C(O)Nc1ccc(cc1)S(=O)(=O)N,0.4222,30.0,26.5,0.8833333333333333
O=C(O)Cc1ccc(O)c(O)c1,CC=C(O)c1ccc(O)c(O)c1,0.3438,19.5,18.0,0.9230769230769231
CC(=O)Nc1ccc(C(F)(F)F)cc1,CC(O)Nc1ccc(C(C)(F)F)cc1,0.3611,20.0,23.0,1.15
N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(C(O)C(F)(F)F)cc2)n1,CC#CC1CCCCC1n1cc(O)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)C(F)(F)F)cc2)n1,0.4767,48.5,59.0,1.2164948453608246
O=C(O)COc1ccc(I)cc1,CC=C(O)c1ccc(O)cc1,0.1389,21.0,17.0,0.8095238095238095
CN(C)N=Nc1ccc(CC(=O)O)cc1,CC(C)C=Nc1ccc(C(O)O)cc1,0.1818,25.5,23.0,0.9019607843137255
CCOC(=O)C(=Cc1ccc(C)cc1)C(C)=O,CC(=O)C(Cc1ccc(OC)cc1)C(C)O,0.2,27.5,28.0,1.018181818181818
O=C(O)COc1cc(Cl)c(Cl)cc1Cl,CC=C(O)c1ccc(Cl)c(Cl)c1,0.2432,23.0,18.0,0.782608695652174
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,CC#CC1CC(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,0.4167,48.5,36.0,0.7422680412371134
O=C(O)Cc1ccc(F)cc1,CC=C(O)c1ccc(O)cc1,0.1515,18.5,17.0,0.918918918918919
NC(=O)c1ccc(Br)cc1,CC(=O)c1ccc(S)cc1,0.2857,16.0,16.0,1.0
CNC(=O)COc1ccc(OCC(O)CNC(C)C)cc1,CC(=O)c1ccc(C(O)CNC(C)C)cc1,0.3542,39.0,28.0,0.717948717948718
CCOC(=O)C(=Cc1ccc(Cl)cc1Cl)C(C)=O,CC(=O)C(=Cc1ccc(OC)cc1)C(C)=O,0.2979,28.5,26.5,0.9298245614035088
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)NCc3ccccc3)cc2)n1,CC#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)N)cc2)n1,0.5915,61.5,46.5,0.7560975609756098
CN(C)C(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)N4CCOCC4,CC(C)C(=O)Nc1ccc(N)c2cc(sc12)c3ccc(cc3)S,0.2877,47.0,41.0,0.8723404255319149
CCCCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CC(=O)c1ccc(CCN)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.4643,47.5,44.5,0.9368421052631579
CCC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CC(O)OC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.6857,46.0,41.0,0.8913043478260869
O=C(O)c1cc(I)cc(I)c1O,CC=C(O)c1ccc(Cl)c(O)c1,0.15,18.0,18.0,1.0
CCOC(=O)C(=Cc1ccc(OC)cc1)C(=O)OCC,CC(=O)C(=Cc1ccc(Cl)cc1)C(=O)NC,0.3111,33.5,25.0,0.746268656716418
CCCN(CCCCNC(=O)c1ccc(cc1)c2ccccc2)C3CCC(=CC3)C#C,CC(CCC(=O)c1ccc(cc1)c2ccccc2)C(O)C#N,0.2432,57.0,40.0,0.7017543859649122
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccc(cc4)C#N,CC[C@H]1CCCN1CCc2ccc3nc(ccc3c2)c4c(cc4)C#N,0.5606,47.5,45.5,0.9578947368421052
O=C(O)c1ccc(O)c(O)c1O,CC=C(O)c1ccc(O)c(O)c1,0.25,18.0,18.0,1.0
CNC(=O)Oc1ccc(Cl)c(C)c1,CC(=O)c1ccc(C)c(Cl)c1,0.3333,19.0,17.0,0.8947368421052632
OC(CNC1CCN(CC1)c2ncnc3scc(c4ccccc4)c23)COc5ccccc5,CC(=C1CCN(CC1)c2ncnc3scc(c4ccccc4)c23)c5ccccc5,0.4928,65.0,53.5,0.823076923076923
O=NN1CCC(O)CC1,CC=C(CCC1)CC1,0.0333,12.5,10.0,0.8
CNC(=O)Oc1cc(C)cc(C)c1,CC(=O)c1ccc(C)c(C)c1,0.2286,19.0,17.0,0.8947368421052632
ONC(=O)\C=C\c1ccc(cc1)c2ccc(O)cc2,CC(=O)C=C\c1ccc(cc1)S(cc2)cc2,0.35,32.5,27.0,0.8307692307692308
CCOC(=O)C(N)Cc1ccc(O)c(O)c1,CC(=O)C(C)=Cc1ccc(O)c(O)c1,0.3256,26.5,21.5,0.8113207547169812
N#Cc1cccc(F)c1,CC#CC1CC(C)c1,0.0286,13.5,10.0,0.7407407407407407
Fc1cc(F)c(F)c(F)c1F,CCc1cc(Cl)c(F)c(F)c1,0.375,15.5,17.0,1.096774193548387
O=C(O)c1cc(Cl)cc(Cl)c1,CC=C(O)c1ccc(O)c(Cl)c1,0.2424,17.0,18.0,1.0588235294117647
CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)N4CCOCC4,CC(=O)c1ccc(C)c2cc(sc12)c3ccc(cc3)S,0.3182,46.0,36.5,0.7934782608695652
CN(C)C(=O)Oc1ccc(Cl)cc1,CC(C)C(=O)Nc1ccc(C)cc1,0.175,19.0,20.5,1.0789473684210527
CN(C)NC(=O)CCC(=O)O,CC(C)C(=O)C(O)c1ccccc1,0.1351,17.0,22.0,1.2941176470588236
O=C(O)Cc1ccc(I)cc1,CC=C(O)c1ccc(O)cc1,0.1515,18.5,17.0,0.918918918918919
O=C(O)C=Cc1ccccc1,CC=C(O)C=Cc1ccccc1,0.56,18.5,19.5,1.054054054054054
CCCC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)CCC)[C@@H](OC(=O)CCC)[C@H]1OC(=O)CCC)n2cc(nn2)c3ccc(cc3)S(=O)(=O)N,CC(O)N[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C)n2cc(nn2)c3ccc(cc3)S(=O)(=O)N,0.5676,81.0,60.0,0.7407407407407407
NC(=O)Nc1ccc(C(=O)O)cc1,CC(=O)c1ccc(C(O)O)cc1,0.2353,20.5,19.5,0.9512195121951219
CC(=O)NNC(=O)Nc1ccc(Br)cc1,CC(O)OC(=O)Nc1ccc(Cl)cc1,0.2857,21.0,21.5,1.0238095238095237
CC(=O)N(c1ccccc1)c1ccccc1,CC(O)OC(C)c1ccccc1,0.25,28.0,21.0,0.75
CN(C)N=Nc1ccc(C(=O)O)cc1,CC(C)C=Nc1ccc(C(O)O)cc1,0.1951,23.0,23.0,1.0
NC(=O)CCn1nc2ccccc2n1,CC(=O)c1cccnc2ccccc2n1,0.1957,27.5,23.0,0.8363636363636363
O=C(Oc1ccccc1)N1CCCC1,CC=C(O)c1ccccc1,0.2424,22.0,16.0,0.7272727272727273
CN(C)C(=O)c1cnc(N)c2cc(-c3ccc(N4CCOCC4)cc3)sc12,CC(C)C(=O)Nc1ccc(C)c2cc(c3ccc(Cl)cc3)sc12,0.2568,47.0,41.0,0.8723404255319149
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,CC#CC1CC(C(N)=O)c(Nc2ccc(S(F)(F)F)cc2)n1,0.2533,44.0,33.0,0.75
NC(=O)Nc1ccc(Cl)cc1,CC(=O)c1ccc(Cl)cc1,0.3929,17.0,16.0,0.9411764705882353
O=C(NN=Cc1ccccc1O)c1ccncc1,CC=C(O(Cc1ccccc1))c1ccccc1,0.1569,31.5,32.0,1.0158730158730158
CCOC(=O)CN(C(=O)CCl)c1ccccc1,CC(=O)C(C(=O)CCl)c1ccccc1,0.3182,29.0,24.5,0.8448275862068966
OC(CNC1CCN(CC1)c2ncnc3scc(c4cccs4)c23)COc5ccccc5,CC(=C1CCN(CC1)c2ncnc3scc(c4ccccc4)c23)c5ccccc5,0.3896,64.0,53.5,0.8359375
CN(N=O)C(=O)Nc1ccc(F)cc1,CC(C=O)C(=O)c1ccc(Cl)cc1,0.1522,21.5,22.0,1.0232558139534884
CN(C)N=Nc1ccc(CCCC(=O)O)cc1,CC(C)C=Nc1ccc(C(O)N)cc1,0.16,30.5,23.0,0.7540983606557377
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4onc(Br)c4,CC[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4csc(N)c4,0.4857,45.5,48.0,1.054945054945055
CNC(=O)Oc1ccc(C(C)=O)cc1,CC(=O)c1ccc(C(C)O)cc1,0.3939,21.5,19.5,0.9069767441860465
CC(=O)NNC(=O)Nc1ccccc1,CC(O)OC(=O)c1ccccc1,0.2703,20.0,19.5,0.975
CC(=O)C(C#N)=NNc1ccc(Cl)cc1,CC(O)OC(C#N)=NNc1ccc(Cl)cc1,0.5116,24.0,25.0,1.0416666666666667
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4nc5ccccc5s4,CC[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cscn4,0.5,53.0,47.0,0.8867924528301887
O=C(O)c1ccc(O)cc1O,CC=C(O)c1ccc(O)cc1,0.2667,17.0,17.0,1.0
CC(=O)N(C)N=Nc1ccc(F)cc1,CC(O)NC(C)C=Nc1ccc(C)cc1,0.1702,21.5,25.5,1.186046511627907
CNC(=O)Oc1ccc(F)cc1,CC(=O)c1ccc(C)cc1,0.2059,18.0,16.0,0.8888888888888888
CC(=O)N(C)N=Nc1ccc(C(N)=O)cc1,CC(=O)NC(C)C=Nc1ccc(C(F)=O)cc1,0.2653,25.0,27.5,1.1
CC(C)C[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)O,CC(=C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](N)NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N,0.6418,72.5,72.5,1.0
CCN(CC)C(=O)c1ccc(cc1)N(C2CCN(Cc3ccccc3)CC2)c4cccc(N)c4,CC(CC)C(=O)c1ccc(cc1)N(C2CCN(Cc3ccccc3)CC2)c4cccc(O)c4,0.597,61.5,60.5,0.983739837398374
O=C(O)COc1cc(F)cc(Cl)c1,CC=C(O)c1ccc(Cl)c(F)c1,0.2045,22.0,18.0,0.8181818181818182
O=C(O)CNC(=O)c1ccccc1O,CC=C(O)C(=O)c1ccccc1,0.2432,23.0,19.5,0.8478260869565217
O=C(c1ccccc1)N1CCCCC1,CC=C(O)c1ccccc1,0.3448,22.0,16.0,0.7272727272727273
CCOC(=O)C(=Cc1ccc(Cl)cc1)C(C)=O,CC(=O)C(Cc1ccc(Cl)cc1)C(C)=O,0.3415,27.5,25.5,0.9272727272727272
NNC(=O)Nc1ccc(C(=O)O)cc1,CC(=O)c1ccc(C(O)O)cc1,0.2222,21.5,19.5,0.9069767441860465
O=C(O)COc1ccc(Cl)cc1,CC=C(O)c1ccc(Cl)cc1,0.3125,21.0,17.0,0.8095238095238095
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,CC(O)N(C(=O)OC)CC1(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.3793,46.0,43.5,0.9456521739130435
O=C(O)c1ccc(Cl)cc1,CC=C(O)c1ccc(O)cc1,0.25,16.0,17.0,1.0625
Fc1ccccc1C(N2CCC3(CC2)N(CNC3=O)c4ccccc4)c5ccccc5,CCC(N2CCC3(CC2)N(CNC3=O)c4ccccc4)c5ccccc5,0.6111,54.5,45.0,0.8256880733944955
O=C1CCN(c2ccccc2)N1,CC=C(Cc2ccccc2)C,0.1579,20.0,18.5,0.925
CCOC(=O)C(=Cc1ccc(F)cc1)C(=O)OCC,CC(=O)C(Cc1ccc(OC)cc1)C(=O)O,0.1875,31.0,28.0,0.9032258064516129
O=C(O)C=COc1ccccc1,CC=C(O)C=Cc1ccccc1,0.2727,21.0,19.5,0.9285714285714286
Brc1ccc2ccccc2c1,CCc1ccccc1,0.1923,20.0,14.0,0.7
O=C(O)c1ccc(I)cc1,CC=C(O)c1ccc(O)cc1,0.25,16.0,17.0,1.0625
N#Cc1cccc(C(=O)O)c1,CC#CC1CC(C(O)O)c1,0.0476,17.0,13.5,0.7941176470588235
CCNC(=O)c1cc(Br)cc(C)c1O,CC(=O)c1ccc(Cl)c(C)c1,0.2045,21.5,17.0,0.7906976744186046
CNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CC(=O)c1ccc(C)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.5278,37.5,39.5,1.0533333333333332
CC(=O)OC[C@H]1O[C@@H](NC(=S)NCCc2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1O[C@@H]3O[C@H](COC(=O)C)[C@H](OC(=O)C)[C@H](OC(=O)C)[C@H]3OC(=O)C,CC(O)OC[C@H]1O[C@H](OC(=O)NCCc2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC[C@H]3O[C@H](COC(=O)C)[C@H](OC(=O)C)[C@H](OC(=O)C)[C@H]3OC(=O)C,0.6,91.5,95.5,1.0437158469945356
Clc1cccc(O[C@H]([C@H]2CCNC2)c3ccccc3)c1Cl,CC(c1[C@H]([C@H]2CCNC2)c3ccccc3)c1Cl,0.46,38.0,30.0,0.7894736842105263
O=C(Nc1ccccc1)NC1CC(O)C(CO)OC1O,CC=C(O)c1ccccc1C(O)C(O)CO,0.1525,31.0,26.5,0.8548387096774194
NC(=O)c1c(Cl)cccc1Br,CC(=O)c1ccc(F)cccc1Cl,0.1591,17.0,16.5,0.9705882352941176
Cc1ccc(C)c(NN=C(C#N)C#N)c1,CC(cc1)c(C=C(C)N)C(=N)cc1,0.1176,22.5,16.5,0.7333333333333333
CCN(CC)C(=O)c1ccc(cc1)N(C2CCN(CCc3ccccc3)CC2)c4cccc(OC)c4,CC(CC)C(=O)c1ccc(cc1)N(C2CCN(Cc3ccccc3)CC2)c4cccc(O)c4,0.48,66.5,60.5,0.9097744360902256
O=C(CO)NCc1ccccc1,CC=C(O)c1ccccc1,0.2188,21.0,16.0,0.7619047619047619
CCCCCCC(N1CCC(O)(CC1)c2ccccc2)c3ccccc3,CC(C(CC1)(CC1)c2ccccc2)c3ccccc3,0.3061,49.0,34.5,0.7040816326530612
CC(N1CCC(O)(CC1)c2ccccc2)c3ccccc3,CC(C(CC1)(CC1)c2ccccc2)c3ccccc3,0.4103,36.5,34.5,0.9452054794520548
CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,CC(C)C(=O)Nc1ccc(C(cc2)cc2)cc1,0.2609,33.5,28.0,0.835820895522388
CC(C)OC(=O)c1ccc(O)cc1,CC(C)C(=O)C(cc1)cc1,0.2059,20.5,15.0,0.7317073170731707
CC(=O)C(C#N)=NNc1ccc(Cl)cc1C,CC(O)OC(C#N)=NNc1ccc(Cl)cc1,0.3208,25.0,25.0,1.0
CCCCC(N1CCC(O)(CC1)c2ccccc2)c3ccccc3,CC(C(CC1)(CC1)c2ccccc2)c3ccccc3,0.3191,44.0,34.5,0.7840909090909091
COC(=O)NC1=NCC(c2ccccc2)N1C,CC(=O)C=C(C)c3ccccc3,0.2128,25.0,19.5,0.78
CN(C)N=Nc1cccc(C(N)=O)c1,CC(C)C=Nc1ccc(C(N)=O)cc1,0.3256,23.0,23.0,1.0
O=C(O)c1ccc(F)cc1,CC=C(O)c1ccc(O)cc1,0.25,16.0,17.0,1.0625
NC(=O)c1c(F)cccc1F,CC(=O)c1ccc(F)cccc1F,0.1892,17.0,16.5,0.9705882352941176
CN(CCO)N=Nc1ccc(C(N)=O)cc1,CC(C)C=Nc1ccc(C(N)=O)cc1,0.4048,28.0,23.0,0.8214285714285714
NC(=O)Cc1ccc(O)cc1,CC(=O)c1ccc(C)cc1,0.2333,18.5,16.0,0.8648648648648649
O=C(O)c1cc(O)nc(O)n1,CC=C(O)c1ccc(Cl)c(O)c1,0.1538,17.0,18.0,1.0588235294117647
CN(C)C(=O)OCc1ccc(Br)cc1,CC(C)C(=O)Nc1ccc(Cl)cc1,0.1591,21.5,20.5,0.9534883720930233
CC(C)OC(=O)c1ccc(O)cc1O,CC(C)C(=O)N(cc1)cc1,0.1842,21.5,16.0,0.7441860465116279
CON(C)C(=O)Nc1ccc(Br)cc1,CC(C)C(=O)Nc1ccc(Cl)cc1,0.3,21.5,20.5,0.9534883720930233
CNC(=O)Oc1ccc(C(=O)OC)cc1,CC(=O)c1ccc(C(O)O)cc1,0.2432,22.5,19.5,0.8666666666666667
O=C(O)C(O)c1ccccc1,CC=C(O)C(c1ccccc1)C,0.3571,18.5,19.5,1.054054054054054
CCCN(C)N=Nc1ccc(C(N)=O)cc1,CC(CC)C=Nc1ccc(C(N)=O)cc1,0.4318,28.0,25.5,0.9107142857142857
CNC(=O)NCCC1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3cccc(c3)c4ccc(OC)cc4OC,CC(=O)c1cccCCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3cccc(c3)c4ccc(Cl)cc4,0.4615,81.0,71.0,0.8765432098765432
NNC(=O)c1ccc(N)cc1,CC(=O)c1ccc(N)cc1,0.52,17.0,16.0,0.9411764705882353
O=C1N(c2ccccc2)c3ccccc3C1=O,CC=C(Cc2ccccc2)CO,0.15,29.5,21.0,0.711864406779661
Clc1ccc(Cl)c(Cl)c1,CC(cc1)c(Cl)c1Cl,0.1481,13.5,10.0,0.7407407407407407
CN(C)N=Nc1ccc(C(F)(F)F)cc1,CC(C)C=Nc1ccc(C(N)(F)F)cc1,0.3158,22.5,24.0,1.0666666666666667
CCN(CC)CCNC(=O)c1cc(Cl)cc(Cl)c1,CC(CC)C(=O)c1ccc(C)c(Cl)c1,0.2449,31.5,23.0,0.7301587301587301
CCN(C)N=Nc1ccc(C(N)=O)cc1,CC(CC)C=Nc1ccc(C(N)=O)cc1,0.4524,25.5,25.5,1.0
CCN(CC)C(=O)c1ccc(cc1)N(C2CCN(Cc3ccccc3)CC2)c4cccc(CO)c4,CC(CC)C(=O)c1ccc(cc1)C(C2CCN(CC)CC2)c4cccc(O)c4,0.2727,64.0,49.5,0.7734375
Cc1cccc(n1)N2CCN(CCCCNC(=O)c3oc4ccccc4c3)CC2,CC(C)N2CCN(CCCCNC(=O)c3ccc4ccccc4c3)CC2,0.4348,55.0,47.5,0.8636363636363636
CNC(=O)Oc1ccc(C(C)C)cc1,CC(=O)c1ccc(C(C)C)cc1,0.4375,21.5,19.5,0.9069767441860465
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,CC(O)OC(=O)N(O)CC3CCC4=CC(=O)CCC4(C)C3CCC(O)C,0.3291,41.5,39.0,0.9397590361445783
N#CC(C#N)=Cc1ccc(Br)o1,CC#CC1CC(C#N)=NN(Cl)cc1,0.1154,18.0,15.0,0.8333333333333334
O=C(O)COc1ccc(F)cc1,CC=C(O)c1ccc(O)cc1,0.1389,21.0,17.0,0.8095238095238095
CN(C)c1ccc(Cl)nn1,CC(C)C(cc1)cc1,0.0645,16.0,11.5,0.71875
NC(=O)c1ccc(I)cc1,CC(=O)c1ccc(N)cc1,0.3333,16.0,16.0,1.0
FC(F)(F)CN(CC(F)(F)F)c1ccc(Br)cc1,CC(F)(F)Oc1ccc(C(C)(F)F)C(Cl)cc1,0.1087,27.0,23.5,0.8703703703703703
CC(C)c1ccc(O)cc1,CC(C)C(cc1)cc1,0.16,16.0,11.5,0.71875
O=C(O)c1ccc(-c2ccccc2)cc1,CC=C(O)c1ccc(c2ccccc2)cc1,0.52,27.0,28.0,1.037037037037037
CCCCN(C)N=Nc1ccc(C(N)=O)cc1,CC(C)C=Nc1ccc(C(N)=O)cc1,0.3864,30.5,23.0,0.7540983606557377
COC(=O)c1c(Cl)cccc1Cl,CC(=O)c1ccc(C)cccc1Cl,0.2,18.0,16.5,0.9166666666666666
CN(C)C(=O)Nc1ccc(Br)cc1,CC(C)C(=O)Nc1ccc(Cl)cc1,0.3333,19.0,20.5,1.0789473684210527
ONC(=O)\C=C\c1ccc(\C=N\OCCN2CCOCC2)cc1,CC(=O)C=C\c1ccc(C=C\c2cccCCOCC2)cc1,0.2812,40.0,34.5,0.8625
COC(=O)\C=C\c1ccc(O)cc1,CC(=O)C=C\c1ccc(O)cc1,0.6207,20.5,19.5,0.9512195121951219
CCC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)CC)[C@@H](OC(=O)CC)[C@H]1OC(=O)CC)n2cc(nn2)c3ccc(cc3)S(=O)(=O)N,CC(O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C)n2cc(nn2)c3ccc(cc3)S(=O)(=O)N,0.6812,71.0,62.5,0.8802816901408451
CNC(=O)COc1cccc(OCC(O)CNC(C)C)c1,CC(=O)c1ccc(C(F)CNC(C)C)cc1,0.2963,39.0,28.0,0.717948717948718
CC(C)NC(=O)COC(=O)c1ccccc1,CC(C)C(=O)C(=O)c1ccccc1,0.3784,26.5,22.0,0.8301886792452831
NNC(=O)c1ccc(I)cc1,CC(=O)c1ccc(N)cc1,0.3,17.0,16.0,0.9411764705882353
CC(=O)OC[C@H]1O[C@@H](CC(=O)\C=C\c2ccc(O)cc2)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C,CC(O)OC[C@H]1O[C@H](OC(=O)C=C\c2ccc(O)cc2)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C,0.5667,55.0,55.0,1.0
NC(=O)c1c(F)cccc1Br,CC(=O)c1ccc(F)cccc1F,0.1667,17.0,16.5,0.9705882352941176
CC(C)Oc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCNCC4)nc12,CC(C)CNCc1cccn2nc(Nc3ccc4c(c3)CCNCC4)nc12,0.6029,58.5,51.5,0.8803418803418803
NC(=O)c1c(Br)cccc1Br,CC(=O)c1ccc(O)cccc1F,0.125,17.0,16.5,0.9705882352941176
CN(O)N=Nc1ccc(C(N)=O)cc1,CC(C)c1ccc=C(C(N)=O)cc1,0.2222,23.0,18.0,0.782608695652174
CON(C)N=Nc1ccc(C(N)=O)cc1,CC(C)C=Nc1ccc(C(N)=O)cc1,0.4615,25.5,23.0,0.9019607843137255
N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,CC#CC1CC(N)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,0.6818,45.0,46.0,1.0222222222222221
CCC(N1CCC(O)(CC1)c2ccccc2)c3ccccc3,CC(C(CC1)(CC1)c2ccccc2)c3ccccc3,0.3488,39.0,34.5,0.8846153846153846
O=C(O)COc1ccc(Cl)cc1Cl,CC=C(O)c1ccc(Cl)cc1,0.2432,22.0,17.0,0.7727272727272727
CC(=O)NNC(=O)Nc1ccc(Cl)cc1,CC(O)OC(=O)Nc1ccc(C)cc1,0.2927,21.0,21.5,1.0238095238095237
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(OC(F)(F)F)cc2)n1,CC#CC1CC(C(N)=O)c(Nc2ccc(S(F)(F)F)cc2)n1,0.2436,46.5,33.0,0.7096774193548387
O=C(O)COc1cc(Cl)cc(Cl)c1,CC=C(O)c1ccc(Cl)c(Cl)c1,0.1842,22.0,18.0,0.8181818181818182
O=C1c2ccccc2-c2ccccc21,CC=CCc1ccccc1,0.1852,25.0,17.5,0.7
COCCN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,CCc1ccc(C)C(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,0.5122,53.0,46.5,0.8773584905660378
CCN(CC)CCNC(=O)c1c(C)cccc1C,CC(CC)C(=O)c1ccc(C)cccc1C,0.1731,31.5,22.5,0.7142857142857143
N[C@@H](C1CCCC1)C(=O)N2CCC[C@H]2C#N,CC[C@@H](Cc1cccC1)C(=O)N2CCC[C@H]2C#N,0.434,23.0,28.0,1.2173913043478262
CNC(=O)CCCC1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3cccc(c3)c4ccc(OC)cc4OC,CC(=O)c1ccc(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3cccc(c3)C(cc4)cc4,0.4059,82.5,65.0,0.7878787878787878
CCCOc1cccc(CCNC(=O)c2ccc(cc2)S(=O)(=O)N)c1,CCc1ccc(C(=O)c2ccc(cc2)S(=O)(=O)N)cc1,0.3889,46.0,35.0,0.7608695652173914
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(C(O)C(F)(F)F)cc2)n1,CC#CC1CC(C(N)=O)c(Nc2ccc(S(F)C(F)(F)F)cc2)n1,0.2593,47.5,35.0,0.7368421052631579
CNC(=O)Oc1ccc(Cl)cc1,CC(=O)c1ccc(C)cc1,0.2059,18.0,16.0,0.8888888888888888
O=C(CCl)Nc1ccccc1,CC=C(O)c1ccccc1,0.2258,18.5,16.0,0.8648648648648649
CC(=O)c1ccc(O)cc1,CC(O)OC(cc1)cc1,0.0938,16.0,14.0,0.875
NC(=O)Nc1ccc(F)cc1,CC(=O)c1ccc(C)cc1,0.1875,17.0,16.0,0.9411764705882353
